typeURI;assetId.identificator;assetId.toegekendDoor;datumOprichtingObject;geometry;isActief;isPtz;merk;naam;opstelhoogte;toestand
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d36374a-15f9-48ce-a63a-d5620f68ec60-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (156755.7 187288.1 0);True;True;;CAMA0477;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d3ab229-fd76-419d-a698-746f0b9c71b4-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (153700.4 209156.8 0);True;True;videotec;CAMA0360;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d58d06e-d5d3-4c9e-afd9-48758e6ae705-b25kZXJkZWVsI0NhbWVyYQ;AWV;2020-06-29;POINT Z (157372.9 186560.2 0);True;True;;CAMV6312;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d71e194-ea7a-428e-a86c-c7ab3e8fe753-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (177008.7 207388.5 0);True;False;;CAMA0287;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d72d260-a066-4f07-82ea-92850df39678-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (143681.09 218021.87 0);True;True;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d843046-4653-4a42-9286-7186867bc42f-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (207609.1 223050.2 0);True;True;;CAMA0381;;in-ontwerp
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3d9e674d-289a-4a62-a2b0-dd6bd35d39a6-b25kZXJkZWVsI0NhbWVyYQ;AWV;2016-10-24;POINT Z (67805.7 167788.9 0);True;False;;CAMW8756;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3e2479a5-38c9-4049-9e87-8c6594de5426-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (158109.18 169487.37 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;49a15827-3056-4e9c-9b33-6537f3b57f8e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (148012.45 178737.85 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3dc48dc2-f66b-4f22-b88c-6a95522c59bd-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (161640.7 211321.4 0);True;False;;CAMA0343;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3dcd6724-53b8-49cc-8062-f5ba1464f3f8-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (151515.2 210551.7 0);True;False;;CAMA0234;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3dde41bb-a972-4d21-87bb-ff9c3f8bb01e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-07-07;POINT Z (158068.1 217444.4 0);True;True;bosch;CAMA0685;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3dfbcf95-8f2f-475b-b5f0-1ff28b36dc8b-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (55090.2 172101.1 0);True;True;;CAMWMIA01;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3e205442-3d94-4b1a-a8e5-d500d23d9f4b-b25kZXJkZWVsI0NhbWVyYQ;AWV;2018-01-01;POINT Z (107231.8 210090.9 0);True;True;bosch;CAMO5085;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3e301417-e00e-4db0-bb75-d341a4712414-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (151295.9 209738 0);True;True;;CAMA0384;;in-ontwerp
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3e382352-d491-4abe-b821-da6746c45e35-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (155637.9 194141.8 0);True;True;;CAMA0493;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3e91ce22-5fd3-4cd3-b691-44ee9fb8fb7b-b25kZXJkZWVsI0NhbWVyYQ;AWV;1970-01-01;POINT Z (143834.3 218346.4 0);True;True;;CAMO4541;;in-opbouw
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3ecbc74d-742b-4d4e-b277-c52ce45489ee-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (112946.72 209139.84 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3ecf8aee-9928-4fb5-8216-8df6b43b1662-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (155373.6 211245.7 0);True;False;;CAMA0049;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3f346eab-2d20-417a-bd54-4b89d22412d9-b25kZXJkZWVsI0NhbWVyYQ;AWV;2020-05-31;POINT Z (208979.5 190148.8 0);True;True;;CAML2056;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3f4830e2-b8aa-4bf5-ad9c-d3cc76d1dc38-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (154989 210583.4 0);True;False;;CAMA0042;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3f7c62ea-ecee-4da0-89d6-f45d33dee00e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2020-05-31;POINT Z (209570.4 188951.1 0);True;True;;CAML2058;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;3f8e87f8-9480-4e77-acf8-2351588e7447-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (156727.1 165480.88 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;401115bc-039d-4c06-ab6b-beae01c8c50b-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (55090.53 172101.71 0);True;True;;;6.0;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;405727e0-96e8-4a75-87b3-2d54a0fd8dad-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (155457 211797.4 0);True;True;;CAMA0372;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;405ceeb7-0214-4644-8d4f-99cfd1c125df-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (145301.55 213968.02 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;406c2443-8950-4769-bb9e-454e67a92aa6-b25kZXJkZWVsI0NhbWVyYQ;AWV;2015-05-05;POINT Z (137372.6 202760.5 0);True;True;bosch;CAMO5255;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4092996b-df8a-435f-9441-d524979db5a9-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (161640.7 211321.4 0);True;False;;CAMA0344;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;409ae032-97ef-4739-97d8-77fa07d05a03-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-07-19;POINT Z (109226.3 188975 0);True;True;bosch;CAMO4245;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;41641f93-10e5-4765-ae89-3aced0e1abfe-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (191927.9 201268.3 0);True;False;;CAMA0464;;in-opbouw
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;41ab0cc2-da2f-4eee-91bd-303fd23b2e14-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-03-23;POINT Z (150363.5 201534.4 0);True;True;;CAMA0444;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;41dae817-6e6b-4878-89e8-c3306199342e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (152180.7 209232.7 0);True;False;;CAMA0016;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;41e7583a-ee76-4c1f-bbb3-17c6037e1b08-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-07-18;POINT Z (105841.6 191291.9 0);True;True;bosch;CAMO4731;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;42c03cf3-48be-4b09-b134-5292124fe612-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (157481.49 172123.77 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;42d47d50-2d16-4114-bbe1-33cdaeefd4f9-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (144371.93 175012.47 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;42feabcd-0f2b-4af6-9c28-fc353d1a6a95-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (159925.7 161290.93 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;42ff2e63-386f-4a00-a5a4-909cb1f14994-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (174340.6 174578.3 0);True;True;;CAMV6331;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4302be99-3fac-4d94-bebe-4b9ba312c648-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (147968.44 211095.97 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;43400a21-1d6d-403c-8481-728691dde827-b25kZXJkZWVsI0NhbWVyYQ;AWV;2017-03-30;POINT Z (155078.6 161488.9 0);True;True;;CAMV6155;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;434cfbd1-61e9-4c0a-b177-edaa6cc77a2f-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (151370.8 212301.7 0);True;False;;CAMA0925;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;436563f1-2d2e-4553-a3b0-9252065cfb1c-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-03-23;POINT Z (150628.3 203077.7 0);True;True;bosch;CAMA0482;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4374d77c-39e9-4411-9498-a5e9852f5e1a-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (151895.4 212086.3 0);True;False;;CAMA0917;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;43d5d638-00fb-49a5-804b-8fad0c678bb2-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-07-07;POINT Z (160955.1 220437 0);True;True;bosch;CAMA0693;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4412c857-213d-4379-83fd-7d29099b978d-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (154582.07 209604.6 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;44235585-33be-492a-b40e-039c22aed39a-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (143102.41 174109.89 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;443fdb12-8858-40ad-bd5a-3406a3397d70-b25kZXJkZWVsI0NhbWVyYQ;AWV;2017-02-20;POINT Z (157425.8 167220 0);True;True;;CAMV6190;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;445a2d3e-60e2-416a-b1f9-51fb21e86bff-b25kZXJkZWVsI0NhbWVyYQ;AWV;2018-07-11;POINT Z (146736.2 228424.9 0);True;True;;CAMA0348;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;44643ca7-bb3c-4722-9c47-01092b4ad1e4-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-08-19;POINT Z (108528 192436.5 0);True;False;bosch;CAMO4635;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;447d45df-f183-4203-95d4-8881641bff22-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (152906.4 211485.3 0);True;False;;CAMA1124;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;44f3dfc2-7468-43b5-b802-d4336c0e5245-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (82572.64 177459.75 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;45074089-0764-4bec-8723-fb18f1ef661e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (160708.51 173231.38 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4511b9ec-ef84-42c6-a7cc-5cbccccd5f23-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (155441.7 212906.8 0);True;False;;CAMA0063;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;45daead6-6bdb-46c2-b8ac-b80ed0a426b1-b25kZXJkZWVsI0NhbWVyYQ;AWV;2018-09-18;POINT Z (151519.6 208144.1 0);True;True;;CAMA1159;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;45fa2d20-b334-487b-a5ad-44fe5212413a-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (155177.8 213199.5 0);True;True;;CAMA0422;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;461630ca-b397-4749-9414-a8106b481d5b-b25kZXJkZWVsI0NhbWVyYQ;AWV;2016-04-04;POINT Z (144673.5 220043.4 0);True;True;;CAMO4539;;in-opbouw
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4644fd55-cc77-4a1b-848d-38abe1b1dd4b-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (185743.8 204167.1 0);True;False;;CAMA0309;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;46685df8-1f9c-48ec-938f-bcb3313b3917-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (142410.19 174289.91 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;469ed2c4-a606-485c-8c38-aed7013ea79d-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (145417.1 209015.3 0);True;True;;CAMO4554;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;46e622fa-f59b-4310-b6ba-e1b04b261705-b25kZXJkZWVsI0NhbWVyYQ;AWV;2004-01-01;POINT Z (128435.7 213064.2 0);True;True;bosch;CAMO5011;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;470a6c6a-3b14-46a2-8317-63da33482a09-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (72474.16 221342.36 0);True;True;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;47643408-4e32-45ce-ae11-3a8e4f28b506-b25kZXJkZWVsI0NhbWVyYQ;AWV;2017-05-23;POINT Z (103817.6 189585.5 0);True;False;;CAMO4335;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4780d4b3-da95-4b77-aa85-cc9fad24ee32-b25kZXJkZWVsI0NhbWVyYQ;AWV;;;True;True;;CAMV6430;;in-ontwerp
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;479f2d22-cce5-4ada-a2d7-78834e0275eb-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (154705.7 209904.8 0);True;False;;CAMA0036;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;56134275-d2b8-4c5b-ab36-ac5afc79ece4-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (154600.2 176815.1 0);True;True;;CAMV6107;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;562f8299-205e-4f3b-9881-99005b09077b-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (225892.9 179653.7 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;47dc30b1-ece2-4227-afb6-09beac6688ae-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (159490.4 211309.2 0);True;False;;CAMA0166;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;47e0cfaa-4785-43aa-ab38-31e21b00398a-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (179742.2 182374.2 0);True;True;;CAMV6395;;in-ontwerp
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;483378c3-c731-4895-85f7-fbd747cc7be4-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (154008.9 215096 0);True;False;;CAMA0106;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;48c06d18-1457-437c-9dba-0f822bdcbe65-b25kZXJkZWVsI0NhbWVyYQ;AWV;1970-01-01;POINT Z (164621.2 172936.4 0);True;False;;CAMV6227;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;48998552-2631-4a97-bd8f-5c789b0eb523-b25kZXJkZWVsI0NhbWVyYQ;AWV;2015-05-05;POINT Z (66342.3 185329.8 0);True;True;bosch;CAMW8695;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;48a866f3-913c-422d-a7f7-a805b4323434-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (150667.6 209977.3 0);True;False;;CAMA0004;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;492e365c-8356-409e-9ae8-8b14fa95560e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-05-09;POINT Z (104088.4 189482.5 0);True;False;;CAMO4333;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;494776a2-950b-4644-9043-47331efcc272-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (136342.64 203486.04 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;495804ab-957c-4202-9d3f-695453c6d71b-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (144050 218652.6 0);True;False;;CAMA1406;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;495c4bee-a432-4766-aa91-af43768f6370-b25kZXJkZWVsI0NhbWVyYQ;AWV;2018-09-18;POINT Z (151465.5 208572.7 0);True;True;;CAMA1154;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;498d73b4-11dc-4cb4-91e2-d50f31112873-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (136438 174562.9 0);True;True;;CAMV6361;;in-ontwerp
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;592900db-bc75-4521-b230-4031be67206c-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (175512.63 179146.64 0);True;True;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4a735662-a51d-49ec-846f-db325653c099-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (169529 172397.3 0);True;False;;CAMV6259;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4aa2b8b2-20e3-4a4d-add2-6108017339f5-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (155543.92 211779.86 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4abf7dc6-2416-4615-881e-9455629f9cfa-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (187356.9 203720.3 0);True;False;;CAMA0312;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4b23fc54-ae1c-419b-b9fb-d2335f2a709e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2016-04-04;POINT Z (144432.6 219637.8 0);True;True;;CAMO4535;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4b4ff6e6-af2c-4fdd-a936-a5013ddad2f1-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (161449.6 211352 0);True;False;;CAMA0170;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4bb4526e-930a-4323-91db-eb810069ad41-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (151491.2 212256.1 0);True;False;;CAMA0910;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4bb47390-9c6f-4bce-85d4-745ccfabcec3-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (172465.8 170735.8 0);True;False;;CAMV6248;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4c00bd6b-5ba1-4f4f-9488-43ed37599fb8-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (171685.8 208183.4 0);True;False;;CAMA0272;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4c2e3dbe-da97-49b9-b52e-de4c3db79668-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (144148.2 214351.7 0);True;False;;CAMO4978;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4c468add-bc5a-4e28-aa7b-7be0aa5b7915-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (157449.3 180864.5 0);True;True;;CAMV9102;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4c4c6c48-ff99-4a52-81e5-71e2a6f1d144-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (142746.8 216180.8 0);True;True;;CAMO4529;;in-ontwerp
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4d247f16-89f1-43cf-8ff7-9670c5696bbc-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (156777.7 176026.5 0);True;True;;CAMV6143;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4ce6a14e-e128-4ab1-bc2f-34e7591a8cca-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (161449.6 211352 0);True;False;;CAMA0171;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4d27a749-07aa-4e8f-9246-3f9468efd7d9-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (208776.01 190518.41 0);True;True;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4d860c3d-f406-46f8-a875-49101c0b5234-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (181497.45 183532.44 0);True;True;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4dbd0556-541e-4334-a4f8-52ba8ed1da8e-b25kZXJkZWVsI0NhbWVyYQ;AWV;2014-03-03;POINT Z (104379.3 188055.4 0);True;True;;CAMO4771;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;5d7429df-65b0-4f79-9769-abed496ee85d-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (157425.6 167222.2 0);True;True;;CAMV6308;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4da07fe5-6816-410d-8c2b-8131ccf791c9-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (171765.3 170919 0);True;False;;CAMV6247;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4db5b6e5-a71e-497f-aa57-eb844c90b537-b25kZXJkZWVsI0NhbWVyYQ;AWV;2017-12-18;POINT Z (150538 210140.5 0);True;True;;CAMA0350;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4e18fe30-ae74-478b-922f-20f843520237-b25kZXJkZWVsI0NhbWVyYQ;AWV;2016-11-24;POINT Z (105948.8 190956.2 0);True;True;bosch;CAMO4644;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4dd6916f-b7ab-481c-ac09-05b6b8c99dac-b25kZXJkZWVsI0NhbWVyYQ;AWV;;POINT Z (174797.3 207737.5 0);True;False;;CAMA0281;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4e307932-c9bc-4fef-86c3-87a8420868a6-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (152206.04 220686.98 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4ef7ee74-ba7c-41dd-94da-5f28b8d27750-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (155166.15 177198.81 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;5018b240-16fc-40b5-8849-b759eabbeb6a-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (154264.4 201992.2 0);True;True;;CAMA0471;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4fce489b-6b80-4a16-9c96-f2f87f1a3e0f-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (169484.1 209185.3 0);True;False;;CAMA0267;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;4fd95917-b724-46da-8113-040d5697e485-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (68190.34 217653.23 0);True;True;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;50811fcb-8dba-4159-b27c-5e651510a581-b25kZXJkZWVsI0NhbWVyYQ;AWV;2011-01-01;POINT Z (102798.6 189989.5 0);True;False;;CAMO4345;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;50809aab-bc0b-457e-bb06-6fb7ba16c70f-b25kZXJkZWVsI0NhbWVyYQ;AWV;2010-01-01;POINT Z (129947.8 169021.69 0);True;False;;;;in-gebruik
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Camera;50860914-822f-4447-90d1-6a0ed7cd88ed-b25kZXJkZWVsI0NhbWVyYQ;AWV;2018-02-28;POINT Z (142032.9 157104.7 0);True;True;bosch;CAMV6147;;in-gebruik
